,date,link,loc,name
482,"Thu, Nov 28, 2:00pm",https://www.eventbrite.com.au/e/strawberry-fields-2019-tickets-61081179452?aff=ebdssbdestsearch,"The Wildlands, Tocumwal, NSW",Strawberry Fields 2019
483,"Sat, Oct 26, 12:00pm",https://www.eventbrite.com.au/e/oktoberfest-2019-thundamentals-potbelleez-djs-john-course-sunshine-tickets-61548372840?aff=ebdssbdestsearch,"Catani Gardens, St Kilda, Vic","Oktoberfest 2019 - Thundamentals, Potbelleez DJs & John Course & Sunshine"
484,"Sun, Nov 17, 2:00pm",https://www.eventbrite.com.au/e/for-the-love-special-edition-ft-duke-dumont-tickets-59679604303?aff=ebdssbdestsearch,"Riva St Kilda, Elwood, VIC",For The Love - Special Edition Ft. Duke Dumont
485,"Fri, Aug 16, 4:00pm",https://www.eventbrite.com.au/e/perth-craft-beer-festival-2019-tickets-61412855504?aff=ebdssbdestsearch,"Ice Cream Factory, Northbridge, WA",Perth Craft Beer Festival 2019
486,"Sat, Jun 13, 8:30pm",https://www.eventbrite.com.au/e/trixie-katya-live-the-unhhhh-tour-melbourne-tickets-63737392256?aff=ebdssbdestsearch,"The Plenary - Melbourne Convention and Exhibition Centre, South Wharf, VIC",Trixie & Katya LIVE : The UNHhhh Tour (Melbourne)
487,"Sat, Oct 26, 12:00pm",https://www.eventbrite.com.au/e/the-grass-is-greener-cairns-tickets-63034704498?aff=ebdssbdestsearch,"Barlow Park, Parramatta Park, QLD",The Grass is Greener - Cairns
488,"Sun, Oct 6, 5:00am",https://www.eventbrite.com.au/e/united-energy-around-the-bay-2019-tickets-58768790033?aff=ebdssbdestsearch,"Albert Park Lake, Albert Park, VIC",United Energy Around the Bay 2019
489,"Sun, Aug 18, 11:00am",https://www.eventbrite.com.au/e/science-in-the-swamp-tickets-61215736917?aff=ebdssbdestsearch,"Dickens' Lawn, Centennial Park, NSW",Science in the Swamp
490,"Sat, Aug 17, 10:00am",https://www.eventbrite.com.au/e/australias-most-stylish-free-baby-fair-sydney-2019-tickets-63324727966?aff=ebdssbdestsearch,"Hordern Pavilion, Moore Park, NSW",Australia’s Most Stylish FREE Baby Fair SYDNEY 2019
491,"Fri, Nov 8, 11:00am",https://www.eventbrite.com.au/e/return-to-rio-2019-tickets-61369907044?aff=ebdssbdestsearch,"Del Rio Resort, Wisemans Ferry, NSW",Return to Rio 2019
492,"Sun, Oct 13, 10:00am",https://www.eventbrite.com.au/e/hills-food-and-wine-festival-tickets-62245746704?aff=ebdssbdestsearch,"Bella Vista Farm, Bella Vista, NSW",Hills Food and Wine Festival
493,"Sat, Dec 14, 8:00am",https://www.eventbrite.ca/e/the-5k-foam-fest-sydney-dec-1415-2019-registration-53686043401?aff=ebdssbdestsearch,"Sydney International Equestrian Centre, Horsley Park, NSW","THE 5K FOAM FEST - SYDNEY Dec 14/15, 2019"
494,"Fri, Sep 20, 4:30pm",https://www.eventbrite.com/e/beer-incider-experience-tickets-62421967786?aff=ebdssbdestsearch,"Brisbane Showgrounds, Brisbane, QLD",Beer InCider Experience
495,"Thu, Sep 26, 8:00pm",https://www.eventbrite.com.au/e/novel-presents-stephan-bodzin-live-2-hrs-made-in-paris-tickets-62190368065?aff=ebdssbdestsearch,"2-4 Inman St, Thornbury, VIC",Novel Presents Stephan Bodzin (Live 2 Hrs) + Made in Paris
496,"Tue, Aug 27, 9:00am",https://www.eventbrite.com.au/e/ux-australia-2019-tickets-60233689587?aff=ebdssbdestsearch,"Hilton Sydney, Sydney, NSW",UX Australia 2019
497,"Fri, Aug 9, 6:00pm",https://www.eventbrite.com/e/pac-maze-brisbane-tickets-59661492129?aff=ebdssbdestsearch,"Powerhouse: Performance Lawn, Brisbane, queensland",Pac Maze: Brisbane
498,"Sat, Aug 17, 10:00am",https://www.eventbrite.com.au/e/2019-aviation-expo-tickets-54626922596?aff=ebdssbdestsearch,"Aviation Australia, Brisbane Airport, QLD",2019 Aviation Expo 
499,"Sat, Sep 7, 2:00pm",https://www.eventbrite.com.au/e/snack-at-the-court-tickets-64406403286?aff=ebdssbdestsearch,"The Court, Perth, WA",SNACK at The Court 
500,"Fri, Jan 24, 12:00pm",https://www.eventbrite.com.au/e/rainbow-serpent-festival-2020-tickets-62828893913?aff=ebdssbdestsearch,"Lexton, Lexton, VIC",Rainbow Serpent Festival 2020
501,"Sat, Oct 19, 12:00pm",https://www.eventbrite.com.au/e/the-grass-is-greener-gold-coast-tickets-63034478823?aff=ebdssbdestsearch,"Broadwater Parklands, Southport, QLD",The Grass is Greener - Gold Coast
502,"Thu, Nov 28, 2:00pm",https://www.eventbrite.com.au/e/strawberry-fields-2019-tickets-61081179452?aff=ebdssbdestsearch,"The Wildlands, Tocumwal, NSW",Strawberry Fields 2019
503,"Sat, Oct 26, 12:00pm",https://www.eventbrite.com.au/e/oktoberfest-2019-thundamentals-potbelleez-djs-john-course-sunshine-tickets-61548372840?aff=ebdssbdestsearch,"Catani Gardens, St Kilda, Vic","Oktoberfest 2019 - Thundamentals, Potbelleez DJs & John Course & Sunshine"
504,"Sun, Nov 17, 2:00pm",https://www.eventbrite.com.au/e/for-the-love-special-edition-ft-duke-dumont-tickets-59679604303?aff=ebdssbdestsearch,"Riva St Kilda, Elwood, VIC",For The Love - Special Edition Ft. Duke Dumont
505,"Fri, Aug 16, 4:00pm",https://www.eventbrite.com.au/e/perth-craft-beer-festival-2019-tickets-61412855504?aff=ebdssbdestsearch,"Ice Cream Factory, Northbridge, WA",Perth Craft Beer Festival 2019
506,"Sat, Jun 13, 8:30pm",https://www.eventbrite.com.au/e/trixie-katya-live-the-unhhhh-tour-melbourne-tickets-63737392256?aff=ebdssbdestsearch,"The Plenary - Melbourne Convention and Exhibition Centre, South Wharf, VIC",Trixie & Katya LIVE : The UNHhhh Tour (Melbourne)
507,"Sat, Oct 26, 12:00pm",https://www.eventbrite.com.au/e/the-grass-is-greener-cairns-tickets-63034704498?aff=ebdssbdestsearch,"Barlow Park, Parramatta Park, QLD",The Grass is Greener - Cairns
508,"Sun, Oct 6, 5:00am",https://www.eventbrite.com.au/e/united-energy-around-the-bay-2019-tickets-58768790033?aff=ebdssbdestsearch,"Albert Park Lake, Albert Park, VIC",United Energy Around the Bay 2019
509,"Sun, Aug 18, 11:00am",https://www.eventbrite.com.au/e/science-in-the-swamp-tickets-61215736917?aff=ebdssbdestsearch,"Dickens' Lawn, Centennial Park, NSW",Science in the Swamp
510,"Sat, Aug 17, 10:00am",https://www.eventbrite.com.au/e/australias-most-stylish-free-baby-fair-sydney-2019-tickets-63324727966?aff=ebdssbdestsearch,"Hordern Pavilion, Moore Park, NSW",Australia’s Most Stylish FREE Baby Fair SYDNEY 2019
511,"Fri, Nov 8, 11:00am",https://www.eventbrite.com.au/e/return-to-rio-2019-tickets-61369907044?aff=ebdssbdestsearch,"Del Rio Resort, Wisemans Ferry, NSW",Return to Rio 2019
512,"Sun, Oct 13, 10:00am",https://www.eventbrite.com.au/e/hills-food-and-wine-festival-tickets-62245746704?aff=ebdssbdestsearch,"Bella Vista Farm, Bella Vista, NSW",Hills Food and Wine Festival
513,"Sat, Dec 14, 8:00am",https://www.eventbrite.ca/e/the-5k-foam-fest-sydney-dec-1415-2019-registration-53686043401?aff=ebdssbdestsearch,"Sydney International Equestrian Centre, Horsley Park, NSW","THE 5K FOAM FEST - SYDNEY Dec 14/15, 2019"
514,"Fri, Sep 20, 4:30pm",https://www.eventbrite.com/e/beer-incider-experience-tickets-62421967786?aff=ebdssbdestsearch,"Brisbane Showgrounds, Brisbane, QLD",Beer InCider Experience
515,"Thu, Sep 26, 8:00pm",https://www.eventbrite.com.au/e/novel-presents-stephan-bodzin-live-2-hrs-made-in-paris-tickets-62190368065?aff=ebdssbdestsearch,"2-4 Inman St, Thornbury, VIC",Novel Presents Stephan Bodzin (Live 2 Hrs) + Made in Paris
516,"Tue, Aug 27, 9:00am",https://www.eventbrite.com.au/e/ux-australia-2019-tickets-60233689587?aff=ebdssbdestsearch,"Hilton Sydney, Sydney, NSW",UX Australia 2019
517,"Fri, Aug 9, 6:00pm",https://www.eventbrite.com/e/pac-maze-brisbane-tickets-59661492129?aff=ebdssbdestsearch,"Powerhouse: Performance Lawn, Brisbane, queensland",Pac Maze: Brisbane
518,"Sat, Aug 17, 10:00am",https://www.eventbrite.com.au/e/2019-aviation-expo-tickets-54626922596?aff=ebdssbdestsearch,"Aviation Australia, Brisbane Airport, QLD",2019 Aviation Expo 
519,"Sat, Sep 7, 2:00pm",https://www.eventbrite.com.au/e/snack-at-the-court-tickets-64406403286?aff=ebdssbdestsearch,"The Court, Perth, WA",SNACK at The Court 
520,"Fri, Jan 24, 12:00pm",https://www.eventbrite.com.au/e/rainbow-serpent-festival-2020-tickets-62828893913?aff=ebdssbdestsearch,"Lexton, Lexton, VIC",Rainbow Serpent Festival 2020
521,"Sat, Oct 19, 12:00pm",https://www.eventbrite.com.au/e/the-grass-is-greener-gold-coast-tickets-63034478823?aff=ebdssbdestsearch,"Broadwater Parklands, Southport, QLD",The Grass is Greener - Gold Coast
522,"Thu, Nov 28, 2:00pm",https://www.eventbrite.com.au/e/strawberry-fields-2019-tickets-61081179452?aff=ebdssbdestsearch,"The Wildlands, Tocumwal, NSW",Strawberry Fields 2019
523,"Sat, Oct 26, 12:00pm",https://www.eventbrite.com.au/e/oktoberfest-2019-thundamentals-potbelleez-djs-john-course-sunshine-tickets-61548372840?aff=ebdssbdestsearch,"Catani Gardens, St Kilda, Vic","Oktoberfest 2019 - Thundamentals, Potbelleez DJs & John Course & Sunshine"
524,"Sun, Nov 17, 2:00pm",https://www.eventbrite.com.au/e/for-the-love-special-edition-ft-duke-dumont-tickets-59679604303?aff=ebdssbdestsearch,"Riva St Kilda, Elwood, VIC",For The Love - Special Edition Ft. Duke Dumont
525,"Fri, Aug 16, 4:00pm",https://www.eventbrite.com.au/e/perth-craft-beer-festival-2019-tickets-61412855504?aff=ebdssbdestsearch,"Ice Cream Factory, Northbridge, WA",Perth Craft Beer Festival 2019
526,"Sat, Jun 13, 8:30pm",https://www.eventbrite.com.au/e/trixie-katya-live-the-unhhhh-tour-melbourne-tickets-63737392256?aff=ebdssbdestsearch,"The Plenary - Melbourne Convention and Exhibition Centre, South Wharf, VIC",Trixie & Katya LIVE : The UNHhhh Tour (Melbourne)
527,"Sat, Oct 26, 12:00pm",https://www.eventbrite.com.au/e/the-grass-is-greener-cairns-tickets-63034704498?aff=ebdssbdestsearch,"Barlow Park, Parramatta Park, QLD",The Grass is Greener - Cairns
528,"Sun, Oct 6, 5:00am",https://www.eventbrite.com.au/e/united-energy-around-the-bay-2019-tickets-58768790033?aff=ebdssbdestsearch,"Albert Park Lake, Albert Park, VIC",United Energy Around the Bay 2019
529,"Sun, Aug 18, 11:00am",https://www.eventbrite.com.au/e/science-in-the-swamp-tickets-61215736917?aff=ebdssbdestsearch,"Dickens' Lawn, Centennial Park, NSW",Science in the Swamp
530,"Sat, Aug 17, 10:00am",https://www.eventbrite.com.au/e/australias-most-stylish-free-baby-fair-sydney-2019-tickets-63324727966?aff=ebdssbdestsearch,"Hordern Pavilion, Moore Park, NSW",Australia’s Most Stylish FREE Baby Fair SYDNEY 2019
531,"Fri, Nov 8, 11:00am",https://www.eventbrite.com.au/e/return-to-rio-2019-tickets-61369907044?aff=ebdssbdestsearch,"Del Rio Resort, Wisemans Ferry, NSW",Return to Rio 2019
532,"Sun, Oct 13, 10:00am",https://www.eventbrite.com.au/e/hills-food-and-wine-festival-tickets-62245746704?aff=ebdssbdestsearch,"Bella Vista Farm, Bella Vista, NSW",Hills Food and Wine Festival
533,"Sat, Dec 14, 8:00am",https://www.eventbrite.ca/e/the-5k-foam-fest-sydney-dec-1415-2019-registration-53686043401?aff=ebdssbdestsearch,"Sydney International Equestrian Centre, Horsley Park, NSW","THE 5K FOAM FEST - SYDNEY Dec 14/15, 2019"
534,"Fri, Sep 20, 4:30pm",https://www.eventbrite.com/e/beer-incider-experience-tickets-62421967786?aff=ebdssbdestsearch,"Brisbane Showgrounds, Brisbane, QLD",Beer InCider Experience
535,"Thu, Sep 26, 8:00pm",https://www.eventbrite.com.au/e/novel-presents-stephan-bodzin-live-2-hrs-made-in-paris-tickets-62190368065?aff=ebdssbdestsearch,"2-4 Inman St, Thornbury, VIC",Novel Presents Stephan Bodzin (Live 2 Hrs) + Made in Paris
536,"Tue, Aug 27, 9:00am",https://www.eventbrite.com.au/e/ux-australia-2019-tickets-60233689587?aff=ebdssbdestsearch,"Hilton Sydney, Sydney, NSW",UX Australia 2019
537,"Fri, Aug 9, 6:00pm",https://www.eventbrite.com/e/pac-maze-brisbane-tickets-59661492129?aff=ebdssbdestsearch,"Powerhouse: Performance Lawn, Brisbane, queensland",Pac Maze: Brisbane
538,"Sat, Aug 17, 10:00am",https://www.eventbrite.com.au/e/2019-aviation-expo-tickets-54626922596?aff=ebdssbdestsearch,"Aviation Australia, Brisbane Airport, QLD",2019 Aviation Expo 
539,"Sat, Sep 7, 2:00pm",https://www.eventbrite.com.au/e/snack-at-the-court-tickets-64406403286?aff=ebdssbdestsearch,"The Court, Perth, WA",SNACK at The Court 
540,"Fri, Jan 24, 12:00pm",https://www.eventbrite.com.au/e/rainbow-serpent-festival-2020-tickets-62828893913?aff=ebdssbdestsearch,"Lexton, Lexton, VIC",Rainbow Serpent Festival 2020
541,"Sat, Oct 19, 12:00pm",https://www.eventbrite.com.au/e/the-grass-is-greener-gold-coast-tickets-63034478823?aff=ebdssbdestsearch,"Broadwater Parklands, Southport, QLD",The Grass is Greener - Gold Coast
542,"Thu, Nov 28, 2:00pm",https://www.eventbrite.com.au/e/strawberry-fields-2019-tickets-61081179452?aff=ebdssbdestsearch,"The Wildlands, Tocumwal, NSW",Strawberry Fields 2019
543,"Sat, Oct 26, 12:00pm",https://www.eventbrite.com.au/e/oktoberfest-2019-thundamentals-potbelleez-djs-john-course-sunshine-tickets-61548372840?aff=ebdssbdestsearch,"Catani Gardens, St Kilda, Vic","Oktoberfest 2019 - Thundamentals, Potbelleez DJs & John Course & Sunshine"
544,"Sun, Nov 17, 2:00pm",https://www.eventbrite.com.au/e/for-the-love-special-edition-ft-duke-dumont-tickets-59679604303?aff=ebdssbdestsearch,"Riva St Kilda, Elwood, VIC",For The Love - Special Edition Ft. Duke Dumont
545,"Fri, Aug 16, 4:00pm",https://www.eventbrite.com.au/e/perth-craft-beer-festival-2019-tickets-61412855504?aff=ebdssbdestsearch,"Ice Cream Factory, Northbridge, WA",Perth Craft Beer Festival 2019
546,"Sat, Jun 13, 8:30pm",https://www.eventbrite.com.au/e/trixie-katya-live-the-unhhhh-tour-melbourne-tickets-63737392256?aff=ebdssbdestsearch,"The Plenary - Melbourne Convention and Exhibition Centre, South Wharf, VIC",Trixie & Katya LIVE : The UNHhhh Tour (Melbourne)
547,"Sat, Oct 26, 12:00pm",https://www.eventbrite.com.au/e/the-grass-is-greener-cairns-tickets-63034704498?aff=ebdssbdestsearch,"Barlow Park, Parramatta Park, QLD",The Grass is Greener - Cairns
548,"Sun, Oct 6, 5:00am",https://www.eventbrite.com.au/e/united-energy-around-the-bay-2019-tickets-58768790033?aff=ebdssbdestsearch,"Albert Park Lake, Albert Park, VIC",United Energy Around the Bay 2019
549,"Sun, Aug 18, 11:00am",https://www.eventbrite.com.au/e/science-in-the-swamp-tickets-61215736917?aff=ebdssbdestsearch,"Dickens' Lawn, Centennial Park, NSW",Science in the Swamp
550,"Sat, Aug 17, 10:00am",https://www.eventbrite.com.au/e/australias-most-stylish-free-baby-fair-sydney-2019-tickets-63324727966?aff=ebdssbdestsearch,"Hordern Pavilion, Moore Park, NSW",Australia’s Most Stylish FREE Baby Fair SYDNEY 2019
551,"Fri, Nov 8, 11:00am",https://www.eventbrite.com.au/e/return-to-rio-2019-tickets-61369907044?aff=ebdssbdestsearch,"Del Rio Resort, Wisemans Ferry, NSW",Return to Rio 2019
552,"Sun, Oct 13, 10:00am",https://www.eventbrite.com.au/e/hills-food-and-wine-festival-tickets-62245746704?aff=ebdssbdestsearch,"Bella Vista Farm, Bella Vista, NSW",Hills Food and Wine Festival
553,"Sat, Dec 14, 8:00am",https://www.eventbrite.ca/e/the-5k-foam-fest-sydney-dec-1415-2019-registration-53686043401?aff=ebdssbdestsearch,"Sydney International Equestrian Centre, Horsley Park, NSW","THE 5K FOAM FEST - SYDNEY Dec 14/15, 2019"
554,"Fri, Sep 20, 4:30pm",https://www.eventbrite.com/e/beer-incider-experience-tickets-62421967786?aff=ebdssbdestsearch,"Brisbane Showgrounds, Brisbane, QLD",Beer InCider Experience
555,"Thu, Sep 26, 8:00pm",https://www.eventbrite.com.au/e/novel-presents-stephan-bodzin-live-2-hrs-made-in-paris-tickets-62190368065?aff=ebdssbdestsearch,"2-4 Inman St, Thornbury, VIC",Novel Presents Stephan Bodzin (Live 2 Hrs) + Made in Paris
556,"Tue, Aug 27, 9:00am",https://www.eventbrite.com.au/e/ux-australia-2019-tickets-60233689587?aff=ebdssbdestsearch,"Hilton Sydney, Sydney, NSW",UX Australia 2019
557,"Fri, Aug 9, 6:00pm",https://www.eventbrite.com/e/pac-maze-brisbane-tickets-59661492129?aff=ebdssbdestsearch,"Powerhouse: Performance Lawn, Brisbane, queensland",Pac Maze: Brisbane
558,"Sat, Aug 17, 10:00am",https://www.eventbrite.com.au/e/2019-aviation-expo-tickets-54626922596?aff=ebdssbdestsearch,"Aviation Australia, Brisbane Airport, QLD",2019 Aviation Expo 
559,"Sat, Sep 7, 2:00pm",https://www.eventbrite.com.au/e/snack-at-the-court-tickets-64406403286?aff=ebdssbdestsearch,"The Court, Perth, WA",SNACK at The Court 
560,"Fri, Jan 24, 12:00pm",https://www.eventbrite.com.au/e/rainbow-serpent-festival-2020-tickets-62828893913?aff=ebdssbdestsearch,"Lexton, Lexton, VIC",Rainbow Serpent Festival 2020
561,"Sat, Oct 19, 12:00pm",https://www.eventbrite.com.au/e/the-grass-is-greener-gold-coast-tickets-63034478823?aff=ebdssbdestsearch,"Broadwater Parklands, Southport, QLD",The Grass is Greener - Gold Coast
562,"Thu, Nov 28, 2:00pm",https://www.eventbrite.com.au/e/strawberry-fields-2019-tickets-61081179452?aff=ebdssbdestsearch,"The Wildlands, Tocumwal, NSW",Strawberry Fields 2019
563,"Sat, Oct 26, 12:00pm",https://www.eventbrite.com.au/e/oktoberfest-2019-thundamentals-potbelleez-djs-john-course-sunshine-tickets-61548372840?aff=ebdssbdestsearch,"Catani Gardens, St Kilda, Vic","Oktoberfest 2019 - Thundamentals, Potbelleez DJs & John Course & Sunshine"
564,"Sun, Nov 17, 2:00pm",https://www.eventbrite.com.au/e/for-the-love-special-edition-ft-duke-dumont-tickets-59679604303?aff=ebdssbdestsearch,"Riva St Kilda, Elwood, VIC",For The Love - Special Edition Ft. Duke Dumont
565,"Fri, Aug 16, 4:00pm",https://www.eventbrite.com.au/e/perth-craft-beer-festival-2019-tickets-61412855504?aff=ebdssbdestsearch,"Ice Cream Factory, Northbridge, WA",Perth Craft Beer Festival 2019
566,"Sat, Jun 13, 8:30pm",https://www.eventbrite.com.au/e/trixie-katya-live-the-unhhhh-tour-melbourne-tickets-63737392256?aff=ebdssbdestsearch,"The Plenary - Melbourne Convention and Exhibition Centre, South Wharf, VIC",Trixie & Katya LIVE : The UNHhhh Tour (Melbourne)
567,"Sat, Oct 26, 12:00pm",https://www.eventbrite.com.au/e/the-grass-is-greener-cairns-tickets-63034704498?aff=ebdssbdestsearch,"Barlow Park, Parramatta Park, QLD",The Grass is Greener - Cairns
568,"Sun, Oct 6, 5:00am",https://www.eventbrite.com.au/e/united-energy-around-the-bay-2019-tickets-58768790033?aff=ebdssbdestsearch,"Albert Park Lake, Albert Park, VIC",United Energy Around the Bay 2019
569,"Sun, Aug 18, 11:00am",https://www.eventbrite.com.au/e/science-in-the-swamp-tickets-61215736917?aff=ebdssbdestsearch,"Dickens' Lawn, Centennial Park, NSW",Science in the Swamp
570,"Sat, Aug 17, 10:00am",https://www.eventbrite.com.au/e/australias-most-stylish-free-baby-fair-sydney-2019-tickets-63324727966?aff=ebdssbdestsearch,"Hordern Pavilion, Moore Park, NSW",Australia’s Most Stylish FREE Baby Fair SYDNEY 2019
571,"Fri, Nov 8, 11:00am",https://www.eventbrite.com.au/e/return-to-rio-2019-tickets-61369907044?aff=ebdssbdestsearch,"Del Rio Resort, Wisemans Ferry, NSW",Return to Rio 2019
572,"Sun, Oct 13, 10:00am",https://www.eventbrite.com.au/e/hills-food-and-wine-festival-tickets-62245746704?aff=ebdssbdestsearch,"Bella Vista Farm, Bella Vista, NSW",Hills Food and Wine Festival
573,"Sat, Dec 14, 8:00am",https://www.eventbrite.ca/e/the-5k-foam-fest-sydney-dec-1415-2019-registration-53686043401?aff=ebdssbdestsearch,"Sydney International Equestrian Centre, Horsley Park, NSW","THE 5K FOAM FEST - SYDNEY Dec 14/15, 2019"
574,"Fri, Sep 20, 4:30pm",https://www.eventbrite.com/e/beer-incider-experience-tickets-62421967786?aff=ebdssbdestsearch,"Brisbane Showgrounds, Brisbane, QLD",Beer InCider Experience
575,"Thu, Sep 26, 8:00pm",https://www.eventbrite.com.au/e/novel-presents-stephan-bodzin-live-2-hrs-made-in-paris-tickets-62190368065?aff=ebdssbdestsearch,"2-4 Inman St, Thornbury, VIC",Novel Presents Stephan Bodzin (Live 2 Hrs) + Made in Paris
576,"Tue, Aug 27, 9:00am",https://www.eventbrite.com.au/e/ux-australia-2019-tickets-60233689587?aff=ebdssbdestsearch,"Hilton Sydney, Sydney, NSW",UX Australia 2019
577,"Fri, Aug 9, 6:00pm",https://www.eventbrite.com/e/pac-maze-brisbane-tickets-59661492129?aff=ebdssbdestsearch,"Powerhouse: Performance Lawn, Brisbane, queensland",Pac Maze: Brisbane
578,"Sat, Aug 17, 10:00am",https://www.eventbrite.com.au/e/2019-aviation-expo-tickets-54626922596?aff=ebdssbdestsearch,"Aviation Australia, Brisbane Airport, QLD",2019 Aviation Expo 
579,"Sat, Sep 7, 2:00pm",https://www.eventbrite.com.au/e/snack-at-the-court-tickets-64406403286?aff=ebdssbdestsearch,"The Court, Perth, WA",SNACK at The Court 
580,"Fri, Jan 24, 12:00pm",https://www.eventbrite.com.au/e/rainbow-serpent-festival-2020-tickets-62828893913?aff=ebdssbdestsearch,"Lexton, Lexton, VIC",Rainbow Serpent Festival 2020
581,"Sat, Oct 19, 12:00pm",https://www.eventbrite.com.au/e/the-grass-is-greener-gold-coast-tickets-63034478823?aff=ebdssbdestsearch,"Broadwater Parklands, Southport, QLD",The Grass is Greener - Gold Coast
582,"Thu, Nov 28, 2:00pm",https://www.eventbrite.com.au/e/strawberry-fields-2019-tickets-61081179452?aff=ebdssbdestsearch,"The Wildlands, Tocumwal, NSW",Strawberry Fields 2019
583,"Sat, Oct 26, 12:00pm",https://www.eventbrite.com.au/e/oktoberfest-2019-thundamentals-potbelleez-djs-john-course-sunshine-tickets-61548372840?aff=ebdssbdestsearch,"Catani Gardens, St Kilda, Vic","Oktoberfest 2019 - Thundamentals, Potbelleez DJs & John Course & Sunshine"
584,"Sun, Nov 17, 2:00pm",https://www.eventbrite.com.au/e/for-the-love-special-edition-ft-duke-dumont-tickets-59679604303?aff=ebdssbdestsearch,"Riva St Kilda, Elwood, VIC",For The Love - Special Edition Ft. Duke Dumont
585,"Fri, Aug 16, 4:00pm",https://www.eventbrite.com.au/e/perth-craft-beer-festival-2019-tickets-61412855504?aff=ebdssbdestsearch,"Ice Cream Factory, Northbridge, WA",Perth Craft Beer Festival 2019
586,"Sat, Jun 13, 8:30pm",https://www.eventbrite.com.au/e/trixie-katya-live-the-unhhhh-tour-melbourne-tickets-63737392256?aff=ebdssbdestsearch,"The Plenary - Melbourne Convention and Exhibition Centre, South Wharf, VIC",Trixie & Katya LIVE : The UNHhhh Tour (Melbourne)
587,"Sat, Oct 26, 12:00pm",https://www.eventbrite.com.au/e/the-grass-is-greener-cairns-tickets-63034704498?aff=ebdssbdestsearch,"Barlow Park, Parramatta Park, QLD",The Grass is Greener - Cairns
588,"Sun, Oct 6, 5:00am",https://www.eventbrite.com.au/e/united-energy-around-the-bay-2019-tickets-58768790033?aff=ebdssbdestsearch,"Albert Park Lake, Albert Park, VIC",United Energy Around the Bay 2019
589,"Sun, Aug 18, 11:00am",https://www.eventbrite.com.au/e/science-in-the-swamp-tickets-61215736917?aff=ebdssbdestsearch,"Dickens' Lawn, Centennial Park, NSW",Science in the Swamp
590,"Sat, Aug 17, 10:00am",https://www.eventbrite.com.au/e/australias-most-stylish-free-baby-fair-sydney-2019-tickets-63324727966?aff=ebdssbdestsearch,"Hordern Pavilion, Moore Park, NSW",Australia’s Most Stylish FREE Baby Fair SYDNEY 2019
591,"Fri, Nov 8, 11:00am",https://www.eventbrite.com.au/e/return-to-rio-2019-tickets-61369907044?aff=ebdssbdestsearch,"Del Rio Resort, Wisemans Ferry, NSW",Return to Rio 2019
592,"Sun, Oct 13, 10:00am",https://www.eventbrite.com.au/e/hills-food-and-wine-festival-tickets-62245746704?aff=ebdssbdestsearch,"Bella Vista Farm, Bella Vista, NSW",Hills Food and Wine Festival
593,"Sat, Dec 14, 8:00am",https://www.eventbrite.ca/e/the-5k-foam-fest-sydney-dec-1415-2019-registration-53686043401?aff=ebdssbdestsearch,"Sydney International Equestrian Centre, Horsley Park, NSW","THE 5K FOAM FEST - SYDNEY Dec 14/15, 2019"
594,"Fri, Sep 20, 4:30pm",https://www.eventbrite.com/e/beer-incider-experience-tickets-62421967786?aff=ebdssbdestsearch,"Brisbane Showgrounds, Brisbane, QLD",Beer InCider Experience
595,"Thu, Sep 26, 8:00pm",https://www.eventbrite.com.au/e/novel-presents-stephan-bodzin-live-2-hrs-made-in-paris-tickets-62190368065?aff=ebdssbdestsearch,"2-4 Inman St, Thornbury, VIC",Novel Presents Stephan Bodzin (Live 2 Hrs) + Made in Paris
596,"Tue, Aug 27, 9:00am",https://www.eventbrite.com.au/e/ux-australia-2019-tickets-60233689587?aff=ebdssbdestsearch,"Hilton Sydney, Sydney, NSW",UX Australia 2019
597,"Fri, Aug 9, 6:00pm",https://www.eventbrite.com/e/pac-maze-brisbane-tickets-59661492129?aff=ebdssbdestsearch,"Powerhouse: Performance Lawn, Brisbane, queensland",Pac Maze: Brisbane
598,"Sat, Aug 17, 10:00am",https://www.eventbrite.com.au/e/2019-aviation-expo-tickets-54626922596?aff=ebdssbdestsearch,"Aviation Australia, Brisbane Airport, QLD",2019 Aviation Expo 
599,"Sat, Sep 7, 2:00pm",https://www.eventbrite.com.au/e/snack-at-the-court-tickets-64406403286?aff=ebdssbdestsearch,"The Court, Perth, WA",SNACK at The Court 
600,"Fri, Jan 24, 12:00pm",https://www.eventbrite.com.au/e/rainbow-serpent-festival-2020-tickets-62828893913?aff=ebdssbdestsearch,"Lexton, Lexton, VIC",Rainbow Serpent Festival 2020
601,"Sat, Oct 19, 12:00pm",https://www.eventbrite.com.au/e/the-grass-is-greener-gold-coast-tickets-63034478823?aff=ebdssbdestsearch,"Broadwater Parklands, Southport, QLD",The Grass is Greener - Gold Coast
602,"Thu, Nov 28, 2:00pm",https://www.eventbrite.com.au/e/strawberry-fields-2019-tickets-61081179452?aff=ebdssbdestsearch,"The Wildlands, Tocumwal, NSW",Strawberry Fields 2019
603,"Sat, Oct 26, 12:00pm",https://www.eventbrite.com.au/e/oktoberfest-2019-thundamentals-potbelleez-djs-john-course-sunshine-tickets-61548372840?aff=ebdssbdestsearch,"Catani Gardens, St Kilda, Vic","Oktoberfest 2019 - Thundamentals, Potbelleez DJs & John Course & Sunshine"
